time, usr_cpu, sys_cpu, idle_cpu, used_mem, free_mem, buff_mem, idps_cpu, idps_mem
2025/01/01 11:15:01, 0.0 ,16.7 ,83.3, 4636.5 ,564.4 ,2885.0, 0.0, 26
2025/01/01 11:15:02, 0.0 ,16.7 ,83.3, 4636.5 ,566.8 ,2882.6, 0.0, 26
2025/01/01 11:15:03, 0.0 ,12.5 ,75.0, 4636.5 ,563.9 ,2885.4, 0.0, 26
2025/01/01 11:15:04, 0.0 ,16.7 ,83.3, 4636.5 ,565.2 ,2884.0, 0.0, 26
2025/01/01 11:15:05, 0.0 ,14.3 ,85.7, 4636.5 ,563.4 ,2885.6, 0.0, 26
2025/01/01 11:15:07, 14.3 ,14.3 ,71.4, 4636.5 ,567.2 ,2881.8, 0.0, 26
2025/01/01 11:15:08, 11.1 ,33.3 ,55.6, 4636.5 ,567.7 ,2881.2, 0.0, 26
2025/01/01 11:15:09, 0.0 ,22.2 ,66.7, 4636.5 ,564.6 ,2884.2, 0.0, 26
2025/01/01 11:15:10, 0.0 ,28.6 ,71.4, 4636.5 ,565.6 ,2883.1, 0.0, 26
2025/01/01 11:15:11, 0.0 ,16.7 ,83.3, 4636.5 ,564.8 ,2883.8, 0.0, 26
2025/01/01 11:15:13, 0.0 ,16.7 ,83.3, 4636.5 ,565.0 ,2883.6, 0.0, 26
2025/01/01 11:15:14, 0.0 ,28.6 ,71.4, 4636.5 ,565.5 ,2883.0, 0.0, 26
2025/01/01 11:15:15, 14.3 ,14.3 ,71.4, 4636.5 ,565.2 ,2883.1, 0.0, 26
2025/01/01 11:15:16, 0.0 ,25.0 ,50.0, 4636.5 ,563.1 ,2885.2, 0.0, 26
2025/01/01 11:15:17, 12.5 ,25.0 ,62.5, 4636.5 ,566.5 ,2881.6, 0.0, 26
2025/01/01 11:15:19, 14.3 ,14.3 ,71.4, 4636.5 ,566.2 ,2881.9, 0.0, 26
2025/01/01 11:15:20, 14.3 ,0.0 ,85.7, 4636.5 ,563.9 ,2884.1, 0.0, 26
2025/01/01 11:15:21, 0.0 ,28.6 ,71.4, 4636.5 ,563.6 ,2884.4, 0.0, 26
2025/01/01 11:15:22, 12.5 ,12.5 ,62.5, 4636.5 ,564.2 ,2883.6, 0.0, 26
2025/01/01 11:15:23, 14.3 ,14.3 ,71.4, 4636.5 ,483.1 ,2883.2, 0.0, 26
2025/01/01 11:15:25, 12.5 ,25.0 ,50.0, 4636.5 ,463.2 ,2888.1, 0.0, 26
2025/01/01 11:15:26, 11.1 ,22.2 ,55.6, 4636.5 ,437.9 ,2884.4, 0.0, 26
2025/01/01 11:15:27, 14.3 ,14.3 ,71.4, 4636.5 ,423.6 ,2883.6, 0.0, 26
2025/01/01 11:15:28, 0.0 ,25.0 ,50.0, 4636.5 ,407.0 ,2881.6, 0.0, 26
2025/01/01 11:15:29, 14.3 ,14.3 ,57.1, 4636.5 ,399.6 ,2886.2, 0.0, 26
2025/01/01 11:15:31, 14.3 ,14.3 ,57.1, 4636.5 ,400.3 ,2882.4, 0.0, 26
2025/01/01 11:15:32, 0.0 ,28.6 ,71.4, 4636.5 ,555.7 ,2879.9, 0.0, 26
2025/01/01 11:15:33, 14.3 ,14.3 ,71.4, 4636.5 ,550.3 ,2885.2, 6.2, 26
2025/01/01 11:15:34, 0.0 ,14.3 ,71.4, 4636.5 ,550.1 ,2885.2, 0.0, 26
2025/01/01 11:15:35, 0.0 ,16.7 ,83.3, 4636.5 ,549.0 ,2886.3, 0.0, 26
2025/01/01 11:15:37, 0.0 ,0.0 ,id,, 4636.5 ,550.6 ,2884.7, 0.0, 26
2025/01/01 11:15:38, 0.0 ,0.0 ,id,, 4636.5 ,552.8 ,2882.4, 0.0, 26
2025/01/01 11:15:39, 0.0 ,14.3 ,85.7, 4636.5 ,554.9 ,2880.2, 0.0, 26
2025/01/01 11:15:40, 0.0 ,14.3 ,85.7, 4636.5 ,551.9 ,2883.1, 0.0, 26
2025/01/01 11:15:42, 0.0 ,33.3 ,55.6, 4636.5 ,551.6 ,2883.2, 0.0, 26
2025/01/01 11:15:43, 0.0 ,20.0 ,80.0, 4636.5 ,551.4 ,2883.4, 0.0, 26
2025/01/01 11:15:44, 0.0 ,25.0 ,62.5, 4636.5 ,552.5 ,2882.2, 0.0, 26
2025/01/01 11:15:45, 12.5 ,12.5 ,75.0, 4636.5 ,552.2 ,2881.3, 0.0, 26
2025/01/01 11:15:46, 11.1 ,22.2 ,66.7, 4636.5 ,550.8 ,2882.6, 0.0, 26
2025/01/01 11:15:48, 0.0 ,28.6 ,71.4, 4636.5 ,549.6 ,2883.8, 0.0, 26
2025/01/01 11:15:49, 14.3 ,14.3 ,71.4, 4636.5 ,552.4 ,2880.9, 0.0, 26
2025/01/01 11:15:50, 0.0 ,14.3 ,71.4, 4636.5 ,550.4 ,2882.9, 0.0, 26
2025/01/01 11:15:51, 0.0 ,14.3 ,85.7, 4636.5 ,549.6 ,2883.6, 0.0, 26
2025/01/01 11:15:52, 0.0 ,22.2 ,55.6, 4636.5 ,551.7 ,2881.4, 0.0, 26
2025/01/01 11:15:54, 0.0 ,16.7 ,83.3, 4636.5 ,553.6 ,2879.4, 0.0, 26
2025/01/01 11:15:55, 14.3 ,28.6 ,57.1, 4636.5 ,546.4 ,2886.4, 0.0, 26
2025/01/01 11:15:56, 14.3 ,14.3 ,71.4, 4636.5 ,548.6 ,2884.2, 0.0, 26
2025/01/01 11:15:57, 0.0 ,16.7 ,83.3, 4636.5 ,549.8 ,2883.0, 0.0, 26
2025/01/01 11:15:58, 0.0 ,20.0 ,80.0, 4636.5 ,552.1 ,2880.6, 0.0, 26
2025/01/01 11:16:00, 0.0 ,16.7 ,83.3, 4636.5 ,548.1 ,2884.4, 0.0, 26
2025/01/01 11:16:01, 0.0 ,25.0 ,62.5, 4636.5 ,549.6 ,2882.9, 0.0, 26
2025/01/01 11:16:02, 11.1 ,22.2 ,55.6, 4636.5 ,549.4 ,2883.1, 0.0, 26
2025/01/01 11:16:03, 0.0 ,25.0 ,62.5, 4636.5 ,549.4 ,2882.9, 0.0, 26
2025/01/01 11:16:04, 11.1 ,22.2 ,55.6, 4636.5 ,552.5 ,2879.8, 0.0, 26
2025/01/01 11:16:06, 14.3 ,14.3 ,71.4, 4636.5 ,551.0 ,2881.1, 0.0, 26
2025/01/01 11:16:07, 10.0 ,20.0 ,60.0, 4636.5 ,550.2 ,2881.9, 6.2, 26
2025/01/01 11:16:08, 12.5 ,12.5 ,62.5, 4636.5 ,550.2 ,2881.7, 0.0, 26
2025/01/01 11:16:09, 9.1 ,27.3 ,45.5, 4636.5 ,549.3 ,2882.6, 0.0, 26
2025/01/01 11:16:10, 11.1 ,11.1 ,66.7, 4636.5 ,549.6 ,2882.2, 0.0, 26
2025/01/01 11:16:12, 18.2 ,9.1 ,54.5, 4636.5 ,546.9 ,2884.9, 0.0, 26
2025/01/01 11:16:13, 0.0 ,25.0 ,62.5, 4636.5 ,550.6 ,2881.1, 0.0, 26
2025/01/01 11:16:14, 0.0 ,33.3 ,55.6, 4636.5 ,547.1 ,2884.5, 0.0, 26
2025/01/01 11:16:15, 0.0 ,16.7 ,66.7, 4636.5 ,547.5 ,2884.0, 0.0, 26
2025/01/01 11:16:16, 0.0 ,12.5 ,75.0, 4636.5 ,548.9 ,2882.4, 0.0, 26
2025/01/01 11:16:18, 0.0 ,25.0 ,62.5, 4636.5 ,548.0 ,2883.2, 0.0, 26
2025/01/01 11:16:19, 0.0 ,22.2 ,66.7, 4636.5 ,547.2 ,2884.0, 0.0, 26
2025/01/01 11:16:20, 11.1 ,11.1 ,55.6, 4636.5 ,548.2 ,2882.9, 0.0, 26
2025/01/01 11:16:21, 11.1 ,0.0 ,55.6, 4636.5 ,547.0 ,2884.0, 0.0, 26
2025/01/01 11:16:22, 16.7 ,8.3 ,50.0, 4636.5 ,546.4 ,2884.4, 0.0, 26
2025/01/01 11:16:24, 9.1 ,18.2 ,54.5, 4636.5 ,547.9 ,2882.9, 0.0, 26
2025/01/01 11:16:25, 22.2 ,22.2 ,44.4, 4636.5 ,547.5 ,2883.2, 0.0, 26
2025/01/01 11:16:26, 9.1 ,18.2 ,54.5, 4636.5 ,547.8 ,2882.8, 6.2, 26
2025/01/01 11:16:27, 10.0 ,20.0 ,50.0, 4636.5 ,549.7 ,2880.8, 0.0, 26
2025/01/01 11:16:28, 12.5 ,12.5 ,50.0, 4636.5 ,547.4 ,2882.9, 0.0, 26
2025/01/01 11:16:30, 0.0 ,14.3 ,85.7, 4636.5 ,546.7 ,2883.6, 0.0, 26
2025/01/01 11:16:31, 0.0 ,14.3 ,71.4, 4636.5 ,546.8 ,2883.5, 0.0, 26
2025/01/01 11:16:32, 0.0 ,25.0 ,62.5, 4636.5 ,548.0 ,2882.2, 0.0, 26
2025/01/01 11:16:33, 12.5 ,12.5 ,62.5, 4636.5 ,549.1 ,2881.1, 5.9, 26
2025/01/01 11:16:34, 0.0 ,22.2 ,55.6, 4636.5 ,547.1 ,2882.9, 0.0, 26
2025/01/01 11:16:36, 0.0 ,14.3 ,71.4, 4636.5 ,545.6 ,2884.3, 0.0, 26
2025/01/01 11:16:37, 0.0 ,25.0 ,62.5, 4636.5 ,547.1 ,2882.8, 0.0, 26
2025/01/01 11:16:38, 0.0 ,14.3 ,71.4, 4636.5 ,549.9 ,2879.9, 0.0, 26
2025/01/01 11:16:39, 20.0 ,10.0 ,50.0, 4636.5 ,547.4 ,2882.4, 0.0, 26
2025/01/01 11:16:40, 25.0 ,12.5 ,62.5, 4636.5 ,544.9 ,2884.7, 0.0, 26
2025/01/01 11:16:42, 12.5 ,25.0 ,62.5, 4636.5 ,545.8 ,2883.7, 0.0, 26
2025/01/01 11:16:43, 14.3 ,14.3 ,71.4, 4636.5 ,545.2 ,2884.2, 0.0, 26
2025/01/01 11:16:44, 0.0 ,14.3 ,85.7, 4636.5 ,546.6 ,2882.8, 0.0, 26
2025/01/01 11:16:45, 0.0 ,14.3 ,71.4, 4636.5 ,548.3 ,2881.0, 0.0, 26
2025/01/01 11:16:46, 14.3 ,0.0 ,71.4, 4636.5 ,544.1 ,2885.1, 0.0, 26
2025/01/01 11:16:48, 0.0 ,14.3 ,71.4, 4636.5 ,549.8 ,2879.3, 0.0, 26
2025/01/01 11:16:49, 0.0 ,0.0 ,id,, 4636.5 ,544.4 ,2884.7, 0.0, 26
2025/01/01 11:16:50, 14.3 ,14.3 ,71.4, 4636.5 ,545.0 ,2884.0, 0.0, 26
2025/01/01 11:16:51, 12.5 ,12.5 ,75.0, 4636.5 ,545.4 ,2883.6, 0.0, 26
2025/01/01 11:16:52, 0.0 ,22.2 ,66.7, 4636.5 ,545.4 ,2883.4, 0.0, 26
2025/01/01 11:16:54, 0.0 ,25.0 ,75.0, 4636.5 ,546.0 ,2882.8, 0.0, 26
2025/01/01 11:16:55, 0.0 ,28.6 ,57.1, 4636.5 ,544.7 ,2883.9, 0.0, 26
2025/01/01 11:16:56, 14.3 ,14.3 ,71.4, 4636.5 ,545.6 ,2883.0, 0.0, 26
2025/01/01 11:16:57, 14.3 ,14.3 ,71.4, 4636.5 ,546.2 ,2882.2, 0.0, 26
2025/01/01 11:16:58, 14.3 ,0.0 ,85.7, 4636.5 ,543.6 ,2884.7, 0.0, 26
2025/01/01 11:17:00, 0.0 ,16.7 ,83.3, 4636.5 ,542.6 ,2885.7, 0.0, 26
2025/01/01 11:17:01, 0.0 ,28.6 ,71.4, 4636.5 ,545.2 ,2882.9, 0.0, 26
2025/01/01 11:17:02, 0.0 ,14.3 ,71.4, 4636.5 ,548.4 ,2879.6, 0.0, 26
2025/01/01 11:17:03, 16.7 ,16.7 ,66.7, 4636.5 ,544.5 ,2883.5, 100.0, 26
2025/01/01 11:17:04, 0.0 ,28.6 ,71.4, 4636.5 ,545.1 ,2882.7, 0.0, 26
2025/01/01 11:17:06, 0.0 ,16.7 ,83.3, 4636.5 ,543.4 ,2884.4, 0.0, 26
2025/01/01 11:17:07, 12.5 ,12.5 ,62.5, 4636.5 ,544.1 ,2883.6, 0.0, 26
2025/01/01 11:17:08, 0.0 ,14.3 ,71.4, 4636.5 ,544.8 ,2882.8, 6.2, 26
2025/01/01 11:17:09, 0.0 ,14.3 ,85.7, 4636.5 ,542.9 ,2884.6, 0.0, 26
2025/01/01 11:17:10, 0.0 ,16.7 ,83.3, 4636.5 ,544.9 ,2882.5, 0.0, 26
2025/01/01 11:17:12, 0.0 ,12.5 ,75.0, 4636.5 ,544.2 ,2883.2, 0.0, 26
2025/01/01 11:17:13, 0.0 ,16.7 ,83.3, 4636.5 ,543.5 ,2883.8, 0.0, 26
2025/01/01 11:17:14, 0.0 ,25.0 ,75.0, 4636.5 ,545.2 ,2882.1, 0.0, 26
2025/01/01 11:17:15, 0.0 ,16.7 ,83.3, 4636.5 ,546.8 ,2881.2, 6.2, 26
2025/01/01 11:17:16, 0.0 ,14.3 ,71.4, 4636.5 ,543.7 ,2884.2, 0.0, 26
2025/01/01 11:17:18, 0.0 ,25.0 ,62.5, 4636.5 ,545.2 ,2882.6, 0.0, 26
2025/01/01 11:17:19, 0.0 ,14.3 ,85.7, 4636.5 ,545.3 ,2882.4, 0.0, 26
2025/01/01 11:17:20, 0.0 ,16.7 ,83.3, 4636.5 ,544.6 ,2883.1, 0.0, 26
2025/01/01 11:17:21, 0.0 ,16.7 ,83.3, 4636.5 ,541.9 ,2885.8, 0.0, 26
2025/01/01 11:17:22, 12.5 ,12.5 ,75.0, 4636.5 ,545.9 ,2881.7, 0.0, 26
2025/01/01 11:17:24, 0.0 ,14.3 ,71.4, 4636.5 ,463.7 ,2882.4, 0.0, 26
2025/01/01 11:17:25, 0.0 ,16.7 ,83.3, 4636.5 ,449.4 ,2881.7, 0.0, 26
2025/01/01 11:17:26, 0.0 ,0.0 ,83.3, 4636.5 ,433.3 ,2882.7, 0.0, 26
2025/01/01 11:17:27, 12.5 ,12.5 ,75.0, 4636.5 ,418.1 ,2882.8, 6.2, 26
2025/01/01 11:17:28, 0.0 ,14.3 ,71.4, 4636.5 ,386.5 ,2882.9, 0.0, 26
2025/01/01 11:17:30, 0.0 ,28.6 ,57.1, 4636.5 ,384.0 ,2882.1, 0.0, 26
2025/01/01 11:17:31, 14.3 ,14.3 ,57.1, 4636.5 ,379.2 ,2883.1, 0.0, 26
2025/01/01 11:17:32, 0.0 ,28.6 ,57.1, 4636.5 ,379.9 ,2878.9, 5.9, 26
2025/01/01 11:17:33, 0.0 ,25.0 ,75.0, 4636.5 ,552.5 ,2885.1, 0.0, 26
2025/01/01 11:17:34, 0.0 ,16.7 ,83.3, 4636.5 ,552.6 ,2884.8, 0.0, 26
2025/01/01 11:17:36, 12.5 ,12.5 ,75.0, 4636.5 ,555.7 ,2881.6, 0.0, 26
2025/01/01 11:17:37, 0.0 ,16.7 ,83.3, 4636.5 ,555.1 ,2882.1, 6.2, 26
2025/01/01 11:17:38, 14.3 ,0.0 ,71.4, 4636.5 ,556.3 ,2880.9, 0.0, 26
2025/01/01 11:17:39, 0.0 ,12.5 ,75.0, 4636.5 ,554.2 ,2882.9, 0.0, 26
2025/01/01 11:17:40, 12.5 ,12.5 ,75.0, 4636.5 ,553.8 ,2883.1, 0.0, 26
2025/01/01 11:17:42, 16.7 ,0.0 ,83.3, 4636.5 ,554.4 ,2882.4, 0.0, 26
2025/01/01 11:17:43, 0.0 ,16.7 ,83.3, 4636.5 ,554.5 ,2882.3, 0.0, 26
2025/01/01 11:17:44, 28.6 ,0.0 ,71.4, 4636.5 ,555.0 ,2881.8, 0.0, 26
2025/01/01 11:17:45, 14.3 ,14.3 ,71.4, 4636.5 ,551.6 ,2885.1, 0.0, 26
2025/01/01 11:17:46, 0.0 ,28.6 ,57.1, 4636.5 ,552.1 ,2884.5, 0.0, 26
2025/01/01 11:17:48, 14.3 ,14.3 ,71.4, 4636.5 ,553.8 ,2882.7, 0.0, 26
2025/01/01 11:17:49, 0.0 ,16.7 ,83.3, 4636.5 ,554.1 ,2882.3, 0.0, 26
2025/01/01 11:17:50, 0.0 ,16.7 ,83.3, 4636.5 ,554.2 ,2882.1, 0.0, 26
2025/01/01 11:17:51, 0.0 ,12.5 ,75.0, 4636.5 ,551.8 ,2884.5, 0.0, 26
2025/01/01 11:17:52, 0.0 ,0.0 ,id,, 4636.5 ,551.0 ,2885.1, 0.0, 26
2025/01/01 11:17:54, 14.3 ,14.3 ,71.4, 4636.5 ,551.9 ,2884.1, 0.0, 26
2025/01/01 11:17:55, 0.0 ,14.3 ,85.7, 4636.5 ,551.3 ,2884.7, 0.0, 26
2025/01/01 11:17:56, 0.0 ,25.0 ,75.0, 4636.5 ,551.0 ,2884.9, 0.0, 26
2025/01/01 11:17:57, 0.0 ,0.0 ,id,, 4636.5 ,552.0 ,2883.9, 0.0, 26
2025/01/01 11:17:58, 14.3 ,14.3 ,71.4, 4636.5 ,555.5 ,2880.2, 0.0, 26
2025/01/01 11:18:00, 11.1 ,22.2 ,55.6, 4636.5 ,553.8 ,2881.8, 0.0, 26
2025/01/01 11:18:01, 0.0 ,16.7 ,83.3, 4636.5 ,552.4 ,2883.1, 0.0, 26
2025/01/01 11:18:02, 16.7 ,0.0 ,83.3, 4636.5 ,552.4 ,2883.0, 0.0, 26
2025/01/01 11:18:03, 14.3 ,14.3 ,71.4, 4636.5 ,548.9 ,2886.4, 0.0, 26
